,Location,Min Delay,delay_count
4653,Finch Station,4,
4654,Lawrence Station,6,
4655,Downsview Sn.,1,
4656,JNST,5,
4657,Pape Station,3,
4658,Sheppard stn,8,
4659,Eglinton Station,11,
4660,Finch Station,5,
4661,Barmac/steele,5,
4662,Ellesmere @ Morningside,13,
4663,Finch Station,11,
4664,Downsview stn,8,
4665,Castle Frank Station,15,
4666,lawrence stn,11,
4667,Davisville Station,12,
4668,Don Mills Stn,6,
4669,FSTN,10,
4670,pape stn.,8,
4671,islington stn,10,
4672,Dundas W stn,6,
4673,Eglinton Station,12,
4674,Entire Route,20,
4675,Entire Route,25,
4676,Entire Route,5,
4677,Castle Frank Stn,9,
4678,Bay and Bloor,10,
4679,Entire Route,20,
4680,Royal York stn,5,
4681,Broadview Stn,10,
4682,pine and lawrence,1,
4683,mt dennis garage,1,
4684,Eglinton Stn,4,
4685,eglinton stn,8,
4686,Lawrence West stn,11,
4687,Eglinton to Kennedy,25,
4688,Eglinton Station to Yonge Bloor,1,
4689,Eglinton Station,11,
4690,warden stn.,1,
4691,York Mills Station,9,
4692,Col Sam Smith Loop,4,
4693,Malvern Gates,12,
4694,Kipling Station,6,
4695,Keele stn,7,
4696,Sheppard Stn,20,
4697,Eglinton Station,1,
4698,Yorkmills station,5,
4699,Finch Station,7,
4700,Kipling Station,5,
4701,Yorkmills,5,
4702,Kipling Station,10,
4703,Yorkmills Station,12,
4704,Yorkmills and Glenridge,9,
4705,Signet and Steeles,7,
4706,dixon and Roxaline,20,
4707,Queen's Park to St. Clair,12,
4708,Yorkmills St,8,
4709,Finch Station,12,
4710,Royal York stn,5,
4711,Bayview and Eglinton,15,
4712,Finch,10,
4713,Hilda and Steeles Ave West,11,
4714,Finch Station,11,
4715,Victoria Park and Sweeney,10,
4716,Thorncliffe Park West,3,
4717,Parkside and Lakeshore,30,
4718,Rogers and Old Weston,6,
4719,Davisville Station,12,
4720,Carlaw and Lakeshore,10,
4721,8 Broadview Route,1,
4722,Finch Station,24,
4723,Jarvis and Queens Quay.,7,
4724,JADR,14,
4725,St.Clair Ave and Pharmacy,10,
4726,Donlands and O'Conner,23,
4727,Finch,8,
4728,Morningside and Nightstar,6,
4729,Eglinton to Don Mills,7,
4730,st clair and runnymede,22,
4731,Rouge Hill Go station,9,
4732,Warden and Danforth Ave.,21,
4733,Humberwood Loop,8,
4734,runnymede stn,22,
4735,Eglinton and Atlas,1,
4736,On st.clair and danforth rd.,18,
4737,Willowridge at Richgrove,13,
4738,Old Weston at Lavender,10,
4739,Ossington stn,5,
4740,Oakwood and St Clair,10,
4741,Wilmington and Combe Rd,14,
4742,St. Clair and Kennedy,11,
4743,Jane Station,10,
4744,Mill Street and Lake Shore,240,
4745,York University,12,
4746,Lansdowne and Bloor,1,
4747,Ossington and Dupont,1,
4748,Wilson Station (Running In),1,
4749,Royal York Station,10,
4750,Finch Station,3,
4751,College St & Young St,1,
4752,Sunny Brook Hospital - Cancer Ctr Stop,30,
4753,Dufferin and Bloor,6,
4754,Danforth Coxwell,7,
4755,Eglinton Yard,1,
4756,Dufferin / Davenport,10,
4757,CHJA,15,
4758,Royalcrest and Martingrove,8,
4759,eglinton stn,5,
4760,Elm and Yonge,8,
4761,Malvern garage,4,
4762,Pape station,1,
4763,Meadowvale loop,7,
4764,Eglinton stn,14,
4765,eglinton stn,5,
4766,Malvern Garage,16,
4767,Eglinton yard,1,
4768,runnymede stn,9,
4769,Kingston Road,7,
4770,VICTORIA PARD STATION,6,
4771,Rannock - Pharmacy,13,
4772,Shepard,17,
4773,Morningside and Staines,9,
4774,Morningside and Staines,13,
4775,Kennedy Station,10,
4776,Birchmount & Salder,5,
4777,Eglinton stn,24,
4778,Don Mills station,6,
4779,Downsview,11,
4780,Ellemsere SRT,7,
4781,Kennedy Stn,16,
4782,Eglinton Station,13,
4783,Eglinton Station,4,
4784,Yonge & College,208,
4785,Downsview,5,
4786,Star Spray Loop,5,
4787,FJAN,1,
4788,Eglinton West stn,8,
4789,DUNDAS WEST STN,4,
4790,Lawrence rt,6,
4791,York U,5,
4792,Ellesmere SRT,7,
4793,Shepard Station,5,
4794,Kennedy Stn - Highland Creek Bridge,20,
4795,Scarborough Town Centre,15,
4796,Torresdale and Antibes,7,
4797,Brimley Route,12,
4798,Midland Route,12,
4799,kingston Road Route,12,
4800,Kennedy and Sheppard,16,
4801,Eglinton stn to Townsend,22,
4802,Exchange Way to Steeles,10,
4803,VICTORIA PARK ROUTE,10,
4804,Downsview Station,5,
4805,Keele and St Clair,5,
4806,Scarlett and Elm,9,
4807,Don Mills station to Rouge Hill GO,22,
4808,Willmington and Codsell,13,
4809,Finch and Arrow,10,
4810,WELLESLEY ROUTE,10,
4811,Hwy 7 and Uptown,1,
4812,York Mills and Fenside,8,
4813,Finch station,11,
4814,Downsview Station,2,
4815,Downsview Station,2,
4816,Judson and Horner,24,
4817,Steeles & Yonge,10,
4818,Don Mills Stn,28,
4819,St.Clair Station,1,
4820,Main Station,20,
4821,91A ParkView Hills Route,12,
4822,Dufferin and Dolomite,1,
4823,Avenue rd and Yorkville,20,
4824,Downsview Stn,3,
4825,lawrence ave Don Valley,6,
4826,Kipling station,6,
4827,Senlac and Finch,30,
4828,Jane/Driftwood,12,
4829,Markham Rd,20,
4830,Law West Station,13,
4831,Sunnybrook Hospital,8,
4832,Pharmacy ave on Finch Ave,13,
4833,Kingston RD and Fenwood heights,5,
4834,54-Lawrance Route,19,
4835,Elllesmere loop,15,
4836,STC,10,
4837,Downsview stn,7,
4838,Eglinton W. stn to Neptune and Bathurst,15,
4839,Steeles and Willowdale.,30,
4840,Keele and Dundas,9,
4841,Dufferin and Kennard,3,
4842,Warden Stn,20,
4843,Lawrence Station,7,
4844,Lawrance RT station,11,
4845,Eglinton & Markham,10,
4846,Bayview and Blythwood,206,
4847,Garage / Islington stn,26,
4848,Scarborough Town Centre,4,
4849,Kennedy Stn,10,
4850,Don Mills Stn,7,
4851,Finch Station,7,
4852,Eglinton Garage,1,
4853,Finch Station,4,
4854,Bathurst and Wilson,8,
4855,Scarb Town ctr Stn,4,
4856,Entire 60 Steeles West Route,21,
4857,Finch Stn,4,
4858,STC,6,
4859,Brimley and Ellesmere,15,
4860,Don Mills Stn,9,
4861,Finch Station,4,
4862,Birchmount Garage,14,
4863,Main Stn,10,
4864,Islington and Dundas,12,
4865,JNST to POJA,5,
4866,Commoms,10,
4867,Commoms,10,
4868,Progress and Sheppard,20,
4869,Victoria Park Station,15,
4870,Transit Road and Wilson,16,
4871,Bayview and Blythwood,140,
4872,Warden Stn,3,
4873,Cosburn Route,10,
4874,Lawrence to Eglinton,26,
4875,Mortimer Route,15,
4876,Wilson stn to Atkinson and Clark,15,
4877,Lawrance and Warden,4,
4878,Sheppard Station,15,
4879,York U,3,
4880,Kennedy Stn,10,
4881,Humberwood Loop,7,
4882,Yorkmills Coligiate,7,
4883,Bathurst and Wilson,3,
4884,Wilson and Bathurst,5,
4885,JSTE,10,
4886,Entire Route,30,
4887,Humberwood to Finch Station,20,
4888,Don Mills Stn to Rouge Hill Go,12,
4889,Eglinton Stn to Kennedy Stn,25,
4890,Uptown and HWY7,225,
4891,Kennedy Stn,10,
4892,Lambton,10,
4893,Passmore and Markham Rd,15,
4894,Starspray Loop,10,
4895,Eglinton ave west and old park hill,8,
4896,Jarvis and Queens Quay.,7,
4897,Steeles to Kipling Station.,15,
4898,Finch Station to Kennedy Loop,15,
4899,Entire Route,10,
4900,Sheppard,5,
4901,Symington/Bloor,13,
4902,Lawrence to Eglinton,15,
4903,Don Mills Station,25,
4904,Finch Station,12,
4905,Downsview Stn,12,
4906,Pape Station,7,
4907,Birchmount and danforth Rd,17,
4908,Downsview stn,11,
4909,Don Mills Station,15,
4910,Queens Quay and Sherbourne,10,
4911,Eglinton Station,23,
4912,Weston rd and Ray Ave,7,
4913,Markham Rd and Malor Mackenzie,33,
4914,Lawrance and Railside Rd,11,
4915,8 Broadview Route,1,
4916,Bayview and Eglinton,18,
4917,Silver Hills route,15,
4918,graydon Hall route,20,
4919,Eglinton Stn to Broadview Stn,20,
4920,Downsview stn,2,
4921,Oakwood and st. Clair,10,
4922,Kipling stn,24,
4923,94 Wellesley Route,1,
4924,Victoria Park to Don Mills,30,
4925,Victoria Park to Don Mills WB,30,
4926,wilson and clayson,11,
4927,Shediac and Brimley,9,
4928,Dufferin and Finch,12,
4929,Martin Grove and Steeles,5,
4930,Kipling station,9,
4931,Apts of Finch and Warden Ave,6,
4932,Warden Stn,11,
4933,Eglinton Station,15,
4934,Downsview Station,14,
4935,Kipling stn,24,
4936,Lakeshore and Mimico,5,
4937,York U,10,
4938,Lawrence West ave / Keele st,11,
4939,Dufferin south of Finch,3,
4940,York Mills and Bayview,18,
4941,McCowan and Steeles,7,
4942,Warden Stn,11,
4943,Yonge and Cummer.,5,
4944,Bathurst & Steeles,12,
4945,lawrence stn,12,
4946,Vaughan and Oakwood,8,
4947,York Mills and Chipstead,13,
4948,York Mills and Chipstead,,
4949,Victoria Park Station,8,
4950,Finch Stn,14,
4951,Birchmount and Exford Blvd,22,
4952,Arrow Division-Traffic Office,1,
4953,Finch station,14,
4954,Broadview Station,10,
4955,Warden Station,16,
4956,Finch Station,3,
4957,Redpath and Eglinton Ave,20,
4958,Ellesmere Rd and Neilson Rd,13,
4959,Lawrance & Young St,4,
4960,St. Clair W. stn,5,
4961,eglinton stn,1,
4962,earlscourt loop,1,
4963,YORKMILLS AND YONGE,8,
4964,Warden Stn,13,
4965,runnymede and bloor,10,
4966,Kennedy loop,10,
4967,JSTE,10,
4968,Eglinton Yard,1,
4969,Wilson stn,20,
4970,Commons,10,
4971,Downsview stn,11,
4972,Oakwood and Vaughan,9,
4973,Albion and Hwy 27,31,
4974,Keele Station,13,
4975,Broadview Station,8,
4976,Humberwood loop,5,
4977,Albion and Weston,4,
4978,Steeles,7,
4979,JSTE,5,
4980,St Clair wstn,8,
4981,JSTE,10,
4982,Donway west and Lawrence,10,
4983,Warden Stn,10,
4984,Lord Seaton and Upper Canada,20,
4985,Finch stn,9,
4986,Finch station,6,
4987,Yonge and Alexander,208,
4988,Don Mills station,11,
4989,Kennedy Stn,10,
4990,Kipling station,5,
4991,Avenue rd and Yorkville,22,
4992,Lawrence stn,6,
4993,FMDM,40,
4994,JSTE,10,
4995,Hood road,55,
4996,Kennedy Stn - Highland Creek Bridge,15,
4997,Broadview Station,11,
4998,Wellesley route,15,
4999,York Lanes/York Blvd,2,
5000,KIPLING STN,4,
5001,Don Mills station to Rouge Hill GO,50,
5002,Birchmount,13,
5003,York Mills Rd and BanBury Rd,9,
5004,Hwy 27/Bethridge,5,
5005,Sheppard,10,
5006,Brimley Route,10,
5007,Midland Route,12,
5008,Avenue rd and Yorkville,10,
5009,Kingston  Road,10,
5010,Victoria Park route,15,
5011,Cosburn route,8,
5012,Parliament & Mill,1,
5013,Davisville stn to Steeles,10,
5014,Eglinton stn to Townsend,14,
5015,Runnymede and Dundas,1,
5016,Downsview Stn,2,
5017,Don Mills,13,
5018,Steeles and Mccowan,6,
5019,KIPLING & STEELES,6,
5020,Royal York and Evans,12,
5021,Symington and Bloor,12,
5022,Rexdale and HWY 27 routing,15,
5023,Kennedy Station,4,
5024,Vulcan,14,
5025,Rexdale and HWY 27,29,
5026,Jane,22,
5027,Entire route,10,
5028,Petrolia and Steeles,9,
5029,COL.SMITH LOOP,4,
5030,Warden stn to steeles ave,15,
5031,91A Woodbine-Parkview Hills,12,
5032,PAPE STATION,6,
5033,Downsview Stn,2,
5034,Mt. Pleasant to Yonge,15,
5035,Davenport to Bloor,16,
5036,Downsview Station,7,
5037,Main and Danforth,179,
5038,Main and Danforth,179,
5039,Main Stn,50,
5040,Main Stn,50,
5041,Dawes Rd Route,10,
5042,Mortimer Route,15,
5043,Cosburn Route,10,
5044,Main Stn,50,
5045,Queen and Lansdowne,15,
5046,Queen and Lansdowne,15,
5047,Warden Stn,11,
5048,Main Stn,135,
5049,Broadview Station,6,
5050,Progress and Centennial College,12,
5051,Pape station,6,
5052,Finch and Arrow,5,
5053,Main Stn,10,
5054,Keele and Diana,9,
5055,Sandhurst circle west on Finch,19,
5056,KIPLING STN,10,
5057,MVOF,14,
5058,Dufferin and Lawrence,4,
5059,Weston and Cardell,9,
5060,Dixion and St Philips,13,
5061,Markham and Eglinton,4,
5062,Finch Station,30,
5063,Finch Station,12,
5064,Yonge and Pleasant,30,
5065,Steeles to Kipling Station,18,
5066,Dufferin and Bridgeland,15,
5067,Humber College,6,
5068,Eglinton W. stn to Bathurst and Neptune,10,
5069,Dundas and Pacific,10,
5070,Eglinton Stn,1,
5071,Eglinton Stn,1,
5072,Mount Dennis Garage,9,
5073,Entire route,25,
5074,54-Lawrance Route,19,
5075,Entire Route,10,
5076,Humberwood to Finch Station,20,
5077,Pine and Lawrence,24,
5078,STC,4,
5079,DUFFERIN AND WILSON,5,
5080,Ellesmere and Dormington,15,
5081,Eglinton Stn,1,
5082,FSTN,4,
5083,Pine and Lawrence,12,
5084,WILSON YARD`,15,
5085,Westona and Albion rd,13,
5086,Downsview Stn,3,
5087,Markham Rd Route,10,
5088,FSTN,4,
5089,St.Clair Station,15,
5090,Humnerwood and Morning Star Dr,78,
5091,Main Stn,10,
5092,DUFFRIN AND DUNDAS,5,
5093,Kennedy Station,14,
5094,Bathurst and Wilson,8,
5095,Don Mills Stn,9,
5096,FSTN,4,
5097,Warden Stn,17,
5098,Arrow Road Garage,15,
5099,Cassandra/Underhill,10,
5100,Don Mills Stn,21,
5101,Arrow Road Garage,5,
5102,Islington stn,10,
5103,YKMS,9,
5104,Entire route,25,
5105,Entire route,15,
5106,Weston and Gaydon,25,
5107,Entire 60 Steeles West Route,15,
5108,Weston and Gaydon,90,
5109,Entire Route,15,
5110,Wilson stn to Atkinson,15,
5111,Eglinton and Oakwood,8,
5112,Evans/Royal York,5,
5113,Downsview Stn,30,
5114,on route,10,
5115,Bayview and Eglinton,18,
5116,Broadview stn,6,
5117,on route,10,
5118,Kipling station,8,
5119,on route,12,
5120,Lawrence Station,6,
5121,Don Mills and Wynford,3,
5122,Eglinton Garage,22,
5123,Broadview Stn,5,
5124,Entire Route,10,
5125,Eglinton to Kennedy,30,
5126,Jane and Finch,5,
5127,Scar Town,12,
5128,Lawrance RT station,10,
5129,Sherbourne and Wellesley,7,
5130,Lawrence Station,6,
5131,Keele st,15,
5132,Weston rd,12,
5133,Keele and Glenlake,10,
5134,Keele and Glenlake,7,
5135,Martin Grove and John Garland,28,
5136,Eglinton & Kennedy,9,
5137,Finch Station,11,
5138,8 Broadview Route,1,
5139,Entire Route,10,
5140,Eglinton to Broadview,20,
5141,Runnymede and St. Clair,12,
5142,Sunnybrook Hospital,12,
5143,JNST,5,
5144,Scarborough Town Centre,8,
5145,94 Wellesley Route,1,
5146,UPERCANADA& ALDERSHOT,15,
5147,Sheppard @ Kennedy,6,
5148,Eglinton and Oswego,7,
5149,Eglinton and Oswego,7,
5150,Rathburn and Eastmall,11,
5151,Centennial college,11,
5152,Lawrence West ave / Grey rd,18,
5153,Sheppard @ Shorting,6,
5154,York University,10,
5155,Thorncliffe and Overlea,16,
5156,Jarvis and Queens Quay.,30,
5157,York University,4,
5158,Warden Stn,10,
5159,Yonge and Woodlawn,30,
5160,Finch,17,
5161,Avenue Rd. and Wilson,1,
5162,YORK MILLS AND BAYVIEW,20,
5163,Lawrance and Scarborough Golf Club Road,11,
5164,Berry/Park Lawn,15,
5165,Albion & Weston Rd.,8,
5166,Freshmeadow and Townsend,24,
5167,Antrim and Kennedy,1,
5168,Earlscourt loop,14,
5169,Runnymede station,10,
5170,Eglinton and Blackcreek,10,
5171,Jane & Sheppard,10,
5172,Albion at Steinway,1,
5173,Downsview Station,3,
5174,Caastlefrank Station,10,
5175,Eglinton Station,9,
5176,Eglinton Station,3,
5177,Kenwood and Vaughan,10,
5178,Ellesmere Rd and VictoriaPark Ave,10,
5179,Lawrence and Dufferin,8,
5180,Wilson & Dufferin,30,
5181,Yonge & Eglinton,3,
5182,Maim and Danforth,20,
5183,Aukland Rd,1,
5184,York Lanes- Commons,30,
5185,pape station,1,
5186,Passmore and Markham,5,
5187,Baldoon & Finch,5,
5188,Terminal 3,12,
5189,Morningside and Staines,3,
5190,Warden Stn,20,
5191,Victoria Park Stn,11,
5192,Finch Ave and Weston Rd,10,
5193,BATHURST AND EGLINTON,385,
5194,Wilson garage,7,
5195,Terminal 3,12,
5196,Stong Crt and Driftwood Ave,12,
5197,Kennedy Stn,16,
5198,Bathurst & Eglinton,345,
5199,Warden station,7,
5200,Carlaw & Commissioner,8,
5201,Wynford,3,
5202,FSTN,3,
5203,Wilson Yard,10,
5204,St. Clair West Station,15,
5205,Eglinton stn,14,
5206,Finch station,6,
5207,Yonge and Alexander,208,
5208,Eglinton Garage,6,
5209,Wilson Station,15,
5210,STC,2,
5211,DSW,17,
5212,Finch station,6,
5213,Morningside & Nightstar,7,
5214,Wardn/Murray Glen,5,
5215,EGLINTON WEST STN,6,
5216,Bedford and Davenport,5,
5217,Bathurst and Eglinton,334,
5218,Finch STN,6,
5219,Downsview stn,2,
5220,Starsrpay Loop,14,
5221,Downsview stn,2,
5222,Eglinton stn,22,
5223,STC,7,
5224,Weston and Rogers,5,
5225,Finch and Arrow,5,
5226,York Mills station,30,
5227,WELLESLEY ROUTE,10,
5228,COL.SMITH LOOP,4,
5229,McDonnell and Queen,9,
5230,Dufferin between Eglinton & Dundas,8,
5231,WELLESLEY/JARVIS,7,
5232,STC,5,
5233,VICTORIA PARK ROUTE,10,
5234,Entire route,4,
5235,Kennedy Stn,4,
5236,Steeles/Adesso,8,
5237,Wynford and Don Mills,3,
5238,Don Mills,14,
5239,Wilson Yard,5,
5240,Wilson Ave and Morton Shulman Ave,22,
5241,Sherbourne and Adelaide,6,
5242,Avenue rd and Yorkville,20,
5243,29 Dufferin Route,35,
5244,Broadview Station,1,
5245,BROADVIEW STN,20,
5246,St.Clair Station,1,
5247,BROADVIEW STATION,10,
5248,jane and trethewey,40,
5249,Eglinton stn to Townsend,15,
5250,Kipling stn,12,
5251,Warden Station,13,
5252,Humberwood Loop,8,
5253,McCowan and Ellesmere,13,
5254,Don Mills and Sheppard,6,
5255,Dufferin & Eversfield,4,
5256,Downsview stn,10,
5257,Eglinton & Midland,30,
5258,Weston Rd at Sheppard Ave,15,
5259,Wilson STN,4,
5260,Wilson Yard,4,
5261,Bathurst and Sheppard,9,
5262,Law RT,6,
5263,York U,6,
5264,Highland Creek Bridge,10,
5265,Coxwell/Strathmore,8,
5266,Eglinton Station to Broadview Station,10,
5267,Eglinton Station to Kennedy Station,15,
5268,Foxwell,19,
5269,Don Mills Stn to Rouge Hill Go,15,
5270,Route 168 Symington,1,
5271,Wilson and Dallner,15,
5272,STC,14,
5273,Cosburn and Coxwell,8,
5274,Scarborough Golf club on Ellesmere Rd,10,
5275,Downsview stn,3,
5276,Avenue and Cumberland,20,
5277,Springhurst Loop,4,
5278,Entire Route,50,
5279,Old Mill Stn,15,
5280,Entire Route,35,
5281,Maple Leaf and Jane,10,
5282,Eglinton ave west & Park hill road,5,
5283,Eglinton W. stn to Bathurst and Neptune,15,
5284,Wilson stn to Atkinson,20,
5285,Bathurst stn to Steeles,20,
5286,Steeles to Kipling Station,30,
5287,Humberwood Loop to Finch Station,24,
5288,Bayview and Yorkmills,11,
5289,Finch Station,5,
5290,Finch and Jane,10,
5291,Cosburn and Pape,10,
5292,Wilson STN,4,
5293,Don Mills & Finch,4,
5294,Entire Route,30,
5295,Entire Route,30,
5296,Eglinton Stn,1,
5297,St.Clair Station,30,
5298,Sherway Grdns,14,
5299,Glen and South Rd,7,
5300,Bay and Queen,10,
5301,Keele and Eglinton,8,
5302,Lawrence Station,8,
5303,Kennedy Stn,10,
5304,Davisville Station,11,
5305,Davenport Rd,30,
5306,McCowan and Steeles,5,
5307,Eglinton Stn,1,
5308,Downsview stn,2,
5309,Downsview stn,2,
5310,FSTN,4,
5311,FSTN,4,
5312,Kipling station,10,
5313,Michael Power,5,
5314,Downsview stn,3,
5315,Brian,30,
5316,STC,5,
5317,Eglinton Station,15,
5318,Weston rd,20,
5319,Entire Route,14,
5320,Entire Route,20,
5321,Keele st,25,
5322,Kernnedy Stn,14,
5323,Lawerence rt,10,
5324,Kennedy STN,12,
5325,Lebovic and Eglinton Ave,4,
5326,Kennedy Stn,12,
5327,FSTN,4,
5328,Donmills stn,30,
5329,Pape Station,3,
5330,Malvern Garage,12,
5331,Jane Station,20,
5332,York Mills station,8,
5333,Guild,10,
5334,Midland Route,15,
5335,Hwy7 and Markham Rd,475,
5336,Eglinton And Oakwood,5,
5337,Queens Quay and Jarvis to Bloor,10,
5338,Thorncliffe Route,12,
5339,Kingston Road route,15,
5340,Brimley Route,20,
5341,Finch Station to Maybrook and Passmore,25,
5342,Pape Route,20,
5343,Steeles to Queens Quay,30,
5344,Entire route,25,
5345,Entire route.,25,
5346,Leslie to eglinton station,10,
5347,Weston Road to Lawrence Station,25,
5348,Woodbine North Route,15,
5349,Gordon Baker and Victoria Park,10,
5350,Islington/Bergamot,14,
5351,Lawrence West ave / Culford rd,11,
5352,Morningside and Lawrence,8,
5353,Westhill Colligiate & Morningside,8,
5354,Dawes route,10,
5355,Entire route,15,
5356,Main route,10,
5357,Woodbine Route,16,
5358,Bellamy Route,10,
5359,McCowan route,10,
5360,Jane and Page,25,
5361,Jane and Haney,20,
5362,Albion and Weston,28,
5363,DUFFERIN AND YORKDALE,5,
5364,Warden Stn,9,
5365,Finch Station,23,
5366,Wellesley route,20,
5367,Downsview stn,3,
5368,Kipling station,8,
5369,Bainbridge,14,
5370,Kennedy Route,10,
5371,Warden Route,15,
5372,Kennedy Station to Eglinton Station,4,
5373,Jane and Wilson,28,
5374,Wilson,15,
5375,Pharmacy route,10,
5376,St. Clair W. stn to Northcliffe and Eglinton,15,
5377,Don Mills Route,20,
5378,Bayview and Eglinton,20,
5379,Finch Station,11,
5380,Entire 60 Steeles West Route,25,
5381,Finch Station,11,
5382,Cosburn route,10,
5383,Eglinton & Kingston,210,
5384,Oriole Parkway and Tramner,16,
5385,Keele and Eglinton,10,
5386,Victoria Park route,10,
5387,Bartor and Arrow,28,
5388,Eglinton & Kennedy,9,
5389,Steeles to MajMac,35,
5390,Weston rd and Fern Ave,7,
5391,Finch and Jane,10,
5392,Steeles and Keele,7,
5393,Bayview and Eglinton,18,
5394,Main Station,17,
5395,Main Station,14,
5396,Bombay Loop,12,
5397,Victoria Park Station,7,
5398,Wilson stn,13,
5399,Fairview Mall Entrance and Exit,10,
5400,Promenade mall,21,
5401,Victoria Park Stn,8,
5402,Finch,3,
5403,Pape Stn,8,
5404,Main Station,14,
5405,Davenport and Yonge,10,
5406,Glen and South,7,
5407,Neilson and Crow Trail,20,
5408,Sheppard Stn to Rouge Hill Go,25,
5409,Sherbourne and Dundas,7,
5410,Pearce Rd and Weston,39,
5411,Steeles and Pearce,38,
5412,Main Station,8,
5413,Pharmacy Ave and Eglinton Ave E,4,
5414,Keele St and Great Gulf,22,
5415,Leslie & Finch,15,
5416,Ossington and College,10,
5417,Oak and Weston,12,
5418,dalrymple jane,10,
5419,Scar Town,15,
5420,Jane and Pallisdes,12,
5421,Keele and Steeles Ave West,11,
5422,St.Clair and Midland,10,
5423,Trudelle St and Danforth Rd,9,
5424,Sheppard @ Morningside,8,
5425,Finch Station,8,
5426,Warden stn,20,
5427,Oakwood and Eglinton,6,
5428,Scarborough College Loop/Military Trail,14,
5429,jane and sheppard,10,
5430,Oakwood and Eglinton,5,
5431,Albion & Weston Rd.,8,
5432,martingrove loop,14,
5433,Kennedy Station,15,
5434,Port Union and Island Rd,12,
5435,Yukon Lane and Sheppard,15,
5436,Warden & Fairfax,16,
5437,York Mills Station,30,
5438,Eglinton and Hilltop,10,
5439,Morningside and Finch,13,
5440,Scarborough Town Centre,9,
5441,Kennedy Station,10,
5442,1Bloor and Kingsmill,22,
5443,Sheppard and Brenyon way,24,
5444,Neilson and sheppard,214,
5445,Bathurst & Lawrence,30,
5446,Eglinton stn,20,
5447,Bedford & Dupont,30,
5448,Kingston/ Payzac,1,
5449,Princess Gate,16,
5450,Downsview STN,15,
5451,bathurst and Wilson,21,
5452,Sheppard STN,10,
5453,Sheppard STN,10,
5454,STC,12,
5455,Eglinton Station,30,
5456,Davisville Station,15,
5457,Eglinton Stn,9,
5458,Donlands Station,19,
5459,Sheppard and Benyon Way,15,
5460,Entire Route,10,
5461,Fifeshire and Carluke,30,
5462,Donlands station,18,
5463,Eglinton Garage,1,
5464,Lawrence Stn,20,
5465,Wilson Station,5,
5466,YorkMills STN,20,
5467,Davisville Station,30,
5468,Keele & Eglinton,1,
5469,Princess gate,7,
5470,Bathurst Station,9,
5471,Keele Stn,12,
5472,York U Common,10,
5473,Markham Rd / Hwy 7,270,
5474,DONS,20,
5475,Warden Stn,13,
5476,Sheppard and Conlins,8,
5477,Rosedale station,20,
5478,Davisville station,30,
5479,STC,15,
5480,Gateforth & Sheppard Avenue,8,
5481,LONG BRANCH LOOP,15,
5482,Main Stn,10,
5483,Law RT,20,
5484,Warden Stn,10,
5485,Finch Station,11,
5486,WILSON  YARD,1,
5487,Kingston Rd / McCowan,10,
5488,Symington and Dupont,12,
5489,Royal York and Dixon,20,
5490,Lawrence West Stn,12,
5491,Mt Dennis Garage,15,
5492,Kennedy Station,6,
5493,Kingston Rd route,17,
5494,Midland Route,15,
5495,Weston/Gregory Gate,26,
5496,Lawrence West Stn,20,
5497,Jane and Raven,30,
5498,Kennedy station,6,
5499,Hallam & Ossington,5,
5500,Keele and Sheppard,7,
5501,DONS,21,
5502,Midland / Steeles,15,
5503,137 Horner,18,
5504,Wilson and Albion,10,
5505,Entire Route,15,
5506,Lawrence and Weston,37,
5507,Lawrence and Weston,37,
5508,FiSteeles Ave at Norfinch,11,
5509,DONS,21,
5510,Oriole Parkway and Chaplin,20,
5511,VP ROUTE,10,
5512,Route 178 Symington,1,
5513,Parliament route,15,
5514,91A route,15,
5515,Entire Route,20,
5516,Lawrence Stn,15,
5517,Hanna/Eglinton,8,
5518,Arrow Road Garage,5,
5519,Eglinton/Brentcliff,30,
5520,McCowan 14 th Av to Major MacKenzie,10,
5521,Springhurst loop,5,
5522,Bathrust,9,
5523,Law RT,1,
5524,Entire route,25,
5525,34 route,26,
5526,Dundas & Dufferin,510,
5527,Keele and Toro,7,
5528,DONCLIFE LOOP,25,
5529,Woodbine route (91c),10,
5530,Warden/St Clair,1,
5531,Oakwood and Stclair,5,
5532,Route 80 Queensway,1,
5533,Don Mills and Graydon Hall,6,
5534,Warden station,18,
5535,Jane and Eglinton,24,
5536,Symington/Davenport,6,
5537,STC,13,
5538,Queen and Lansdowne,3,
5539,Sheppard STN,16,
5540,Kingston Rd route,10,
5541,Sheppard Ave Yates Castle.,25,
5542,Bay and Dundas,12,
5543,Long Branch Loop,4,
5544,Dufferin and Bloor,3,
5545,Kennedy and Eglinton,10,
5546,Victoria Park to Don Mills Stn,10,
5547,Weston Road,10,
5548,Yorkdale mall,11,
5549,Eglinton Ave West and Caledonia,1,
5550,Caledionia and Eglinton,10,
5551,ON ROUTE,15,
5552,Sheppard at Keele St.,10,
5553,Warden & 401,46,
5554,McNicol and Lselie,15,
5555,Wilfred ave On Finch Ave,6,
5556,Downsview STN,10,
5557,Major Mackenzie and McCowan Road,40,
5558,York U Commons.,10,
5559,Royal York at Bloor,35,
5560,Emmet and Hospital,27,
5561,Royal York at Bloor,23,
5562,Downsview STN,10,
5563,Keele and Sheppard,15,
5564,Downsview STN,10,
5565,Eglinton Station,1,
5566,Jane Stn.,12,
5567,Ossington Station,8,
5568,Pape STN,8,
